Month,raw20TsryYld,rawAAAyld,rawBBByld,raw3moBill,rawIGpctDflt,rawSGpctDflt,rawTotalpctDflt,rawIGcountDflt,rawSGcountDflt,rawCPI,rawSPX,rawIndPro,rawAnnInflRate
07/2009,4.380000,5.410000,7.090000,0.180000,0.035833,1.008333,0.415833,1.166667,21.500000,214.726000,935.820000,88.028500,-0.019782
08/2009,4.330000,5.260000,6.580000,0.170000,0.035833,1.008333,0.415833,1.166667,21.500000,215.445000,1009.730000,89.024400,-0.014950
09/2009,4.140000,5.130000,6.310000,0.120000,0.035833,1.008333,0.415833,1.166667,21.500000,215.861000,1044.550000,89.697500,-0.013875
10/2009,4.160000,5.150000,6.290000,0.070000,0.035833,1.008333,0.415833,1.166667,21.500000,216.509000,1067.660000,89.990600,-0.002242
11/2009,4.240000,5.190000,6.320000,0.050000,0.035833,1.008333,0.415833,1.166667,21.500000,217.234000,1088.070000,90.351500,0.018965
12/2009,4.400000,5.260000,6.370000,0.050000,0.035833,1.008333,0.415833,1.166667,21.500000,217.347000,1110.380000,90.621200,0.027753
01/2010,4.500000,5.260000,6.250000,0.060000,0.008333,0.250833,0.102500,0.250000,5.083333,217.488000,1123.580000,91.684900,0.025873
02/2010,4.480000,5.350000,6.340000,0.110000,0.008333,0.250833,0.102500,0.250000,5.083333,217.281000,1089.160000,92.007300,0.021285
03/2010,4.490000,5.270000,6.270000,0.150000,0.008333,0.250833,0.102500,0.250000,5.083333,217.353000,1152.050000,92.610400,0.022604
04/2010,4.530000,5.290000,6.250000,0.160000,0.008333,0.250833,0.102500,0.250000,5.083333,217.403000,1197.320000,92.960000,0.021828
05/2010,4.110000,4.960000,6.050000,0.160000,0.008333,0.250833,0.102500,0.250000,5.083333,217.290000,1125.060000,94.298800,0.019837
06/2010,3.950000,4.880000,6.230000,0.120000,0.008333,0.250833,0.102500,0.250000,5.083333,217.199000,1083.360000,94.431900,0.011153
07/2010,3.800000,4.720000,6.010000,0.160000,0.008333,0.250833,0.102500,0.250000,5.083333,217.605000,1079.800000,94.836000,0.013319
08/2010,3.520000,4.490000,5.660000,0.160000,0.008333,0.250833,0.102500,0.250000,5.083333,217.923000,1087.280000,95.142300,0.011436
09/2010,3.470000,4.530000,5.660000,0.150000,0.008333,0.250833,0.102500,0.250000,5.083333,218.275000,1122.080000,95.350000,0.011121
10/2010,3.520000,4.680000,5.720000,0.130000,0.008333,0.250833,0.102500,0.250000,5.083333,219.035000,1171.580000,95.099100,0.011599
11/2010,3.820000,4.870000,5.920000,0.140000,0.008333,0.250833,0.102500,0.250000,5.083333,219.590000,1198.890000,95.137600,0.010787
12/2010,4.170000,5.020000,6.100000,0.140000,0.008333,0.250833,0.102500,0.250000,5.083333,220.472000,1241.530000,96.033900,0.014276
01/2011,4.280000,5.040000,6.090000,0.150000,0.015833,0.169167,0.076667,0.500000,3.583333,221.187000,1282.620000,95.936300,0.016865
02/2011,4.420000,5.220000,6.150000,0.130000,0.015833,0.169167,0.076667,0.500000,3.583333,221.898000,1321.120000,95.514700,0.021026
03/2011,4.270000,5.130000,6.030000,0.100000,0.015833,0.169167,0.076667,0.500000,3.583333,223.046000,1304.490000,96.465100,0.025855
04/2011,4.280000,5.160000,6.020000,0.060000,0.015833,0.169167,0.076667,0.500000,3.583333,224.093000,1331.510000,96.132500,0.030308
05/2011,4.010000,4.960000,5.780000,0.040000,0.015833,0.169167,0.076667,0.500000,3.583333,224.806000,1338.310000,96.334700,0.034005
06/2011,3.910000,4.990000,5.750000,0.040000,0.015833,0.169167,0.076667,0.500000,3.583333,224.806000,1287.290000,96.588900,0.034424
07/2011,3.950000,4.930000,5.760000,0.040000,0.015833,0.169167,0.076667,0.500000,3.583333,225.395000,1325.190000,97.101100,0.035173
08/2011,3.240000,4.370000,5.360000,0.020000,0.015833,0.169167,0.076667,0.500000,3.583333,226.106000,1185.310000,97.664200,0.036862
09/2011,2.830000,4.090000,5.270000,0.010000,0.015833,0.169167,0.076667,0.500000,3.583333,226.597000,1173.880000,97.613200,0.037417
10/2011,2.870000,3.980000,5.370000,0.020000,0.015833,0.169167,0.076667,0.500000,3.583333,226.750000,1207.220000,98.293100,0.034617
11/2011,2.720000,3.870000,5.140000,0.010000,0.015833,0.169167,0.076667,0.500000,3.583333,227.169000,1226.420000,98.232500,0.033932
12/2011,2.670000,3.930000,5.250000,0.010000,0.015833,0.169167,0.076667,0.500000,3.583333,227.223000,1243.320000,98.769900,0.030161
01/2012,2.700000,3.850000,5.230000,0.030000,0.002500,0.225833,0.100833,0.083333,5.500000,227.842000,1300.580000,99.367200,0.029644
02/2012,2.750000,3.850000,5.140000,0.090000,0.002500,0.225833,0.100833,0.083333,5.500000,228.329000,1352.490000,99.644300,0.028570
03/2012,2.940000,3.990000,5.230000,0.080000,0.002500,0.225833,0.100833,0.083333,5.500000,228.807000,1389.240000,99.159400,0.025501
04/2012,2.820000,3.960000,5.190000,0.080000,0.002500,0.225833,0.100833,0.083333,5.500000,229.187000,1386.430000,99.917300,0.022477
05/2012,2.530000,3.800000,5.070000,0.090000,0.002500,0.225833,0.100833,0.083333,5.500000,228.713000,1341.270000,100.095600,0.017230
06/2012,2.310000,3.640000,5.020000,0.090000,0.002500,0.225833,0.100833,0.083333,5.500000,228.524000,1323.480000,100.047800,0.016403
07/2012,2.220000,3.400000,4.870000,0.100000,0.002500,0.225833,0.100833,0.083333,5.500000,228.590000,1359.780000,100.314400,0.014076
08/2012,2.400000,3.480000,4.910000,0.100000,0.002500,0.225833,0.100833,0.083333,5.500000,229.918000,1403.450000,99.903600,0.016719
09/2012,2.490000,3.490000,4.840000,0.110000,0.002500,0.225833,0.100833,0.083333,5.500000,231.015000,1443.420000,99.894400,0.019310
10/2012,2.510000,3.470000,4.580000,0.100000,0.002500,0.225833,0.100833,0.083333,5.500000,231.638000,1437.820000,100.119200,0.021328
11/2012,2.390000,3.500000,4.510000,0.090000,0.002500,0.225833,0.100833,0.083333,5.500000,231.249000,1394.510000,100.610000,0.017801
12/2012,2.470000,3.650000,4.630000,0.070000,0.002500,0.225833,0.100833,0.083333,5.500000,231.221000,1422.290000,100.926700,0.017442
01/2013,2.680000,3.800000,4.730000,0.070000,0.008333,0.219167,0.102500,0.250000,5.583333,231.679000,1480.400000,100.877900,0.016700
02/2013,2.780000,3.900000,4.850000,0.100000,0.008333,0.219167,0.102500,0.250000,5.583333,232.937000,1512.310000,101.426500,0.019980
03/2013,2.780000,3.930000,4.850000,0.090000,0.008333,0.219167,0.102500,0.250000,5.583333,232.282000,1550.830000,101.818600,0.015073
04/2013,2.550000,3.730000,4.590000,0.060000,0.008333,0.219167,0.102500,0.250000,5.583333,231.797000,1570.700000,101.695000,0.011324
05/2013,2.730000,3.890000,4.730000,0.040000,0.008333,0.219167,0.102500,0.250000,5.583333,231.893000,1639.840000,101.751700,0.013808
06/2013,3.070000,4.270000,5.190000,0.050000,0.008333,0.219167,0.102500,0.250000,5.583333,232.445000,1618.770000,101.948600,0.017012
07/2013,3.310000,4.340000,5.320000,0.040000,0.008333,0.219167,0.102500,0.250000,5.583333,232.900000,1668.680000,101.446000,0.018679
08/2013,3.490000,4.540000,5.420000,0.040000,0.008333,0.219167,0.102500,0.250000,5.583333,233.456000,1670.090000,102.175800,0.015271
09/2013,3.530000,4.640000,5.470000,0.020000,0.008333,0.219167,0.102500,0.250000,5.583333,233.544000,1687.170000,102.677400,0.010888
10/2013,3.380000,4.530000,5.310000,0.050000,0.008333,0.219167,0.102500,0.250000,5.583333,233.669000,1720.030000,102.543800,0.008730
11/2013,3.500000,4.630000,5.380000,0.070000,0.008333,0.219167,0.102500,0.250000,5.583333,234.100000,1783.540000,102.862500,0.012253
12/2013,3.630000,4.620000,5.380000,0.070000,0.008333,0.219167,0.102500,0.250000,5.583333,234.719000,1807.780000,103.174700,0.015015
01/2014,3.520000,4.490000,5.190000,0.040000,0.005000,0.165000,0.080000,0.166667,4.583333,235.288000,1822.360000,102.705300,0.015458
02/2014,3.380000,4.450000,5.100000,0.050000,0.005000,0.165000,0.080000,0.166667,4.583333,235.547000,1817.040000,103.601600,0.011142
03/2014,3.350000,4.380000,5.060000,0.050000,0.005000,0.165000,0.080000,0.166667,4.583333,236.028000,1863.520000,104.589300,0.015998
04/2014,3.270000,4.240000,4.900000,0.030000,0.005000,0.165000,0.080000,0.166667,4.583333,236.468000,1864.260000,104.742300,0.019951
05/2014,3.120000,4.160000,4.760000,0.030000,0.005000,0.165000,0.080000,0.166667,4.583333,236.918000,1889.770000,105.057100,0.021438
06/2014,3.150000,4.250000,4.800000,0.040000,0.005000,0.165000,0.080000,0.166667,4.583333,237.231000,1947.090000,105.408400,0.020381
07/2014,3.070000,4.160000,4.730000,0.030000,0.005000,0.165000,0.080000,0.166667,4.583333,237.498000,1973.100000,105.560900,0.019550
08/2014,2.940000,4.080000,4.690000,0.030000,0.005000,0.165000,0.080000,0.166667,4.583333,237.460000,1961.530000,105.479700,0.017006
09/2014,3.010000,4.110000,4.800000,0.020000,0.005000,0.165000,0.080000,0.166667,4.583333,237.477000,1993.230000,105.790800,0.016700
10/2014,2.770000,3.920000,4.690000,0.020000,0.005000,0.165000,0.080000,0.166667,4.583333,237.430000,1937.270000,105.815400,0.015967
11/2014,2.760000,3.920000,4.790000,0.020000,0.005000,0.165000,0.080000,0.166667,4.583333,236.983000,2044.570000,106.663000,0.012240
12/2014,2.550000,3.790000,4.740000,0.030000,0.005000,0.165000,0.080000,0.166667,4.583333,236.252000,2054.270000,106.503200,0.006510
01/2015,2.200000,3.460000,4.450000,0.030000,0.000000,0.305000,0.145833,0.000000,9.083333,234.718000,2028.180000,105.877200,-0.002426
02/2015,2.340000,3.610000,4.510000,0.020000,0.000000,0.305000,0.145833,0.000000,9.083333,235.236000,2082.200000,105.419300,-0.001321
03/2015,2.410000,3.640000,4.540000,0.030000,0.000000,0.305000,0.145833,0.000000,9.083333,236.005000,2079.990000,105.085600,-0.000097
04/2015,2.330000,3.520000,4.480000,0.020000,0.000000,0.305000,0.145833,0.000000,9.083333,236.156000,2094.860000,104.560400,-0.001320
05/2015,2.690000,3.980000,4.890000,0.020000,0.000000,0.305000,0.145833,0.000000,9.083333,236.974000,2111.940000,104.067500,0.000236
06/2015,2.850000,4.190000,5.130000,0.020000,0.000000,0.305000,0.145833,0.000000,9.083333,237.684000,2099.290000,103.689100,0.001908
07/2015,2.770000,4.150000,5.200000,0.030000,0.000000,0.305000,0.145833,0.000000,9.083333,238.053000,2094.140000,104.244300,0.002334
08/2015,2.550000,4.040000,5.190000,0.070000,0.000000,0.305000,0.145833,0.000000,9.083333,238.028000,2039.870000,104.131800,0.002389
09/2015,2.620000,4.070000,5.340000,0.020000,0.000000,0.305000,0.145833,0.000000,9.083333,237.506000,1944.410000,103.728100,0.000122
10/2015,2.500000,3.950000,5.340000,0.020000,0.000000,0.305000,0.145833,0.000000,9.083333,237.781000,2024.810000,103.356900,0.001477
11/2015,2.690000,4.060000,5.460000,0.120000,0.000000,0.305000,0.145833,0.000000,9.083333,238.016000,2080.620000,102.732300,0.004349
12/2015,2.610000,3.970000,5.460000,0.230000,0.000000,0.305000,0.145833,0.000000,9.083333,237.817000,2054.080000,102.269600,0.006602
01/2016,2.490000,4.000000,5.450000,0.260000,0.000000,0.373333,0.179167,0.000000,11.416667,237.833000,1918.600000,103.031400,0.013184
02/2016,2.200000,3.960000,5.340000,0.310000,0.000000,0.373333,0.179167,0.000000,11.416667,237.469000,1904.420000,102.342900,0.009448
03/2016,2.280000,3.820000,5.130000,0.290000,0.000000,0.373333,0.179167,0.000000,11.416667,238.038000,2021.950000,101.541500,0.008577
04/2016,2.210000,3.620000,4.790000,0.230000,0.000000,0.373333,0.179167,0.000000,11.416667,238.827000,2075.540000,101.747900,0.011247
05/2016,2.220000,3.650000,4.680000,0.270000,0.000000,0.373333,0.179167,0.000000,11.416667,239.464000,2065.550000,101.601100,0.010453
06/2016,2.020000,3.500000,4.530000,0.270000,0.000000,0.373333,0.179167,0.000000,11.416667,240.167000,2083.890000,101.947600,0.010392
07/2016,1.820000,3.280000,4.220000,0.300000,0.000000,0.373333,0.179167,0.000000,11.416667,240.150000,2148.900000,102.143500,0.008770
08/2016,1.890000,3.320000,4.240000,0.300000,0.000000,0.373333,0.179167,0.000000,11.416667,240.602000,2170.950000,102.065400,0.010756
09/2016,2.020000,3.410000,4.310000,0.290000,0.000000,0.373333,0.179167,0.000000,11.416667,241.051000,2157.690000,101.930400,0.014816
10/2016,2.170000,3.510000,4.380000,0.330000,0.000000,0.373333,0.179167,0.000000,11.416667,241.691000,2143.020000,102.055700,0.016310
11/2016,2.540000,3.860000,4.710000,0.450000,0.000000,0.373333,0.179167,0.000000,11.416667,242.029000,2164.990000,101.829300,0.016720
12/2016,2.840000,4.060000,4.830000,0.510000,0.000000,0.373333,0.179167,0.000000,11.416667,242.772000,2246.630000,102.787700,0.020621
01/2017,2.750000,3.920000,4.660000,0.510000,0.000000,0.282500,0.136667,0.000000,8.500000,243.780000,2275.120000,102.539300,0.024697
02/2017,2.760000,3.950000,4.640000,0.520000,0.000000,0.282500,0.136667,0.000000,8.500000,243.961000,2329.910000,102.157400,0.026971
03/2017,2.830000,4.010000,4.680000,0.740000,0.000000,0.282500,0.136667,0.000000,8.500000,243.749000,2366.820000,102.723600,0.023709
04/2017,2.670000,3.870000,4.570000,0.800000,0.000000,0.282500,0.136667,0.000000,8.500000,244.051000,2359.310000,103.714800,0.021638
05/2017,2.700000,3.850000,4.550000,0.890000,0.000000,0.282500,0.136667,0.000000,8.500000,243.962000,2395.350000,103.712100,0.018609
06/2017,2.540000,3.680000,4.370000,0.980000,0.000000,0.282500,0.136667,0.000000,8.500000,244.182000,2433.990000,103.771000,0.016579
07/2017,2.650000,3.700000,4.390000,1.070000,0.000000,0.282500,0.136667,0.000000,8.500000,244.390000,2454.100000,103.620600,0.017502
08/2017,2.550000,3.630000,4.310000,1.010000,0.000000,0.282500,0.136667,0.000000,8.500000,245.297000,2456.220000,103.195600,0.019326
09/2017,2.530000,3.630000,4.300000,1.030000,0.000000,0.282500,0.136667,0.000000,8.500000,246.418000,2492.840000,103.176000,0.022021
10/2017,2.650000,3.600000,4.320000,1.070000,0.000000,0.282500,0.136667,0.000000,8.500000,246.587000,2557.000000,104.764700,0.020055
11/2017,2.600000,3.570000,4.270000,1.230000,0.000000,0.282500,0.136667,0.000000,8.500000,247.332000,2593.610000,105.294300,0.021674
12/2017,2.600000,3.510000,4.220000,1.320000,0.000000,0.282500,0.136667,0.000000,8.500000,247.901000,2664.340000,105.769800,0.020907
01/2018,2.730000,3.550000,4.260000,1.410000,0.000000,0.192500,0.093333,0.000000,5.916667,248.884000,2789.800000,105.437100,0.020721
02/2018,3.020000,3.820000,4.510000,1.570000,0.000000,0.192500,0.093333,0.000000,5.916667,249.369000,2705.160000,105.916600,0.021925
03/2018,2.970000,3.870000,4.640000,1.700000,0.000000,0.192500,0.093333,0.000000,5.916667,249.498000,2702.770000,106.448800,0.023312
04/2018,2.960000,3.850000,4.670000,1.760000,0.000000,0.192500,0.093333,0.000000,5.916667,249.956000,2653.630000,107.662400,0.023908
05/2018,3.050000,4.000000,4.830000,1.860000,0.000000,0.192500,0.093333,0.000000,5.916667,250.646000,2701.490000,106.778100,0.027029
06/2018,2.980000,3.960000,4.830000,1.900000,0.000000,0.192500,0.093333,0.000000,5.916667,251.134000,2754.350000,107.444300,0.028073
07/2018,2.940000,3.870000,4.790000,1.960000,0.000000,0.192500,0.093333,0.000000,5.916667,251.597000,2793.640000,107.894800,0.029063
08/2018,2.970000,3.880000,4.770000,2.030000,0.000000,0.192500,0.093333,0.000000,5.916667,251.879000,2857.820000,108.823200,0.026479
09/2018,3.080000,3.980000,4.880000,2.130000,0.000000,0.192500,0.093333,0.000000,5.916667,252.010000,2901.500000,109.020000,0.022439
10/2018,3.270000,4.140000,5.070000,2.250000,0.000000,0.192500,0.093333,0.000000,5.916667,252.794000,2785.460000,109.328900,0.024860
11/2018,3.270000,4.220000,5.220000,2.330000,0.000000,0.192500,0.093333,0.000000,5.916667,252.760000,2723.230000,109.983600,0.021709
12/2018,2.980000,4.020000,5.130000,2.370000,0.000000,0.192500,0.093333,0.000000,5.916667,252.723000,2567.310000,110.082600,0.019265
