Month,raw20TsryYld,rawAAAyld,rawBBByld,raw3moBill,rawIGpctDflt,rawSGpctDflt,rawTotalpctDflt,rawIGcountDflt,rawSGcountDflt,rawCPI,rawSPX,rawIndPro,rawAnnInflRate
03/1993,6.820000,7.580000,8.150000,2.950000,0.000000,0.283333,0.075000,0.000000,1.916667,143.300000,450.160000,66.766100,0.029747
04/1993,6.850000,7.460000,8.140000,2.870000,0.000000,0.283333,0.075000,0.000000,1.916667,143.800000,443.080000,66.997600,0.031076
05/1993,6.920000,7.430000,8.210000,2.960000,0.000000,0.283333,0.075000,0.000000,1.916667,144.200000,445.250000,66.764500,0.031704
06/1993,6.810000,7.330000,8.070000,3.070000,0.000000,0.283333,0.075000,0.000000,1.916667,144.300000,448.060000,66.878200,0.029538
07/1993,6.630000,7.170000,7.930000,3.040000,0.000000,0.283333,0.075000,0.000000,1.916667,144.500000,447.290000,67.084300,0.028072
08/1993,6.320000,6.850000,7.600000,3.020000,0.000000,0.283333,0.075000,0.000000,1.916667,144.800000,454.130000,67.014400,0.028013
09/1993,6.000000,6.660000,7.340000,2.950000,0.000000,0.283333,0.075000,0.000000,1.916667,145.000000,459.240000,67.333700,0.027265
10/1993,6.070000,6.670000,7.310000,3.020000,0.000000,0.283333,0.075000,0.000000,1.916667,145.600000,463.900000,67.851300,0.027151
11/1993,6.380000,6.930000,7.660000,3.100000,0.000000,0.283333,0.075000,0.000000,1.916667,146.000000,462.890000,68.138400,0.027076
12/1993,6.400000,6.930000,7.690000,3.060000,0.000000,0.283333,0.075000,0.000000,1.916667,146.300000,465.950000,68.502900,0.027722
01/1994,6.390000,6.920000,7.650000,2.980000,0.000000,0.195000,0.054167,0.000000,1.583333,146.300000,472.990000,68.760200,0.024214
02/1994,6.570000,7.080000,7.760000,3.250000,0.000000,0.195000,0.054167,0.000000,1.583333,146.700000,471.580000,68.780800,0.024846
03/1994,7.000000,7.480000,8.130000,3.500000,0.000000,0.195000,0.054167,0.000000,1.583333,147.100000,463.810000,69.476200,0.026172
04/1994,7.400000,7.880000,8.520000,3.680000,0.000000,0.195000,0.054167,0.000000,1.583333,147.200000,447.230000,69.871500,0.023369
05/1994,7.540000,7.990000,8.620000,4.140000,0.000000,0.195000,0.054167,0.000000,1.583333,147.500000,450.900000,70.225900,0.022627
06/1994,7.510000,7.970000,8.650000,4.140000,0.000000,0.195000,0.054167,0.000000,1.583333,147.900000,454.830000,70.675900,0.024642
07/1994,7.670000,8.110000,8.800000,4.330000,0.000000,0.195000,0.054167,0.000000,1.583333,148.400000,451.400000,70.785100,0.026632
08/1994,7.620000,8.070000,8.740000,4.480000,0.000000,0.195000,0.054167,0.000000,1.583333,149.000000,464.240000,71.206900,0.028593
09/1994,7.870000,8.340000,8.980000,4.620000,0.000000,0.195000,0.054167,0.000000,1.583333,149.300000,466.960000,71.476800,0.029224
10/1994,8.080000,8.570000,9.200000,4.950000,0.000000,0.195000,0.054167,0.000000,1.583333,149.400000,463.810000,72.082700,0.025764
11/1994,8.200000,8.680000,9.320000,5.290000,0.000000,0.195000,0.054167,0.000000,1.583333,149.800000,461.010000,72.532800,0.025694
12/1994,7.990000,8.460000,9.100000,5.600000,0.000000,0.195000,0.054167,0.000000,1.583333,150.100000,455.190000,73.286200,0.025642
01/1995,7.970000,8.460000,9.080000,5.710000,0.000000,0.255000,0.075000,0.000000,2.416667,150.500000,465.250000,73.417300,0.028304
02/1995,7.730000,8.260000,8.850000,5.770000,0.000000,0.255000,0.075000,0.000000,2.416667,150.900000,481.920000,73.311200,0.028228
03/1995,7.570000,8.120000,8.700000,5.730000,0.000000,0.255000,0.075000,0.000000,2.416667,151.200000,493.150000,73.408600,0.027491
04/1995,7.450000,8.030000,8.600000,5.650000,0.000000,0.255000,0.075000,0.000000,2.416667,151.800000,507.910000,73.360300,0.030772
05/1995,7.010000,7.650000,8.200000,5.670000,0.000000,0.255000,0.075000,0.000000,2.416667,152.100000,523.810000,73.607900,0.030710
06/1995,6.590000,7.300000,7.900000,5.470000,0.000000,0.255000,0.075000,0.000000,2.416667,152.400000,539.350000,73.859500,0.029972
07/1995,6.740000,7.410000,8.040000,5.420000,0.000000,0.255000,0.075000,0.000000,2.416667,152.600000,557.370000,73.567500,0.027909
08/1995,6.920000,7.570000,8.190000,5.400000,0.000000,0.255000,0.075000,0.000000,2.416667,152.900000,559.110000,74.496900,0.025838
09/1995,6.650000,7.320000,7.930000,5.280000,0.000000,0.255000,0.075000,0.000000,2.416667,153.100000,578.770000,74.794100,0.025134
10/1995,6.450000,7.120000,7.750000,5.280000,0.000000,0.255000,0.075000,0.000000,2.416667,153.500000,582.920000,74.701500,0.027073
11/1995,6.330000,7.020000,7.680000,5.360000,0.000000,0.255000,0.075000,0.000000,2.416667,153.700000,595.530000,74.886400,0.025702
12/1995,6.120000,6.820000,7.490000,5.140000,0.000000,0.255000,0.075000,0.000000,2.416667,153.900000,614.570000,75.173900,0.025001
01/1996,6.110000,6.810000,7.470000,5.000000,0.000000,0.137500,0.042500,0.000000,1.500000,154.700000,614.420000,74.683300,0.027525
02/1996,6.300000,6.990000,7.630000,4.830000,0.000000,0.137500,0.042500,0.000000,1.500000,155.000000,649.540000,75.843300,0.026808
03/1996,6.740000,7.350000,8.030000,4.960000,0.000000,0.137500,0.042500,0.000000,1.500000,155.500000,647.070000,75.763100,0.028042
04/1996,6.980000,7.500000,8.190000,4.950000,0.000000,0.137500,0.042500,0.000000,1.500000,156.100000,647.170000,76.459600,0.027933
05/1996,7.110000,7.620000,8.300000,5.020000,0.000000,0.137500,0.042500,0.000000,1.500000,156.400000,661.230000,77.016900,0.027879
06/1996,7.220000,7.710000,8.400000,5.090000,0.000000,0.137500,0.042500,0.000000,1.500000,156.700000,668.500000,77.667600,0.027825
07/1996,7.140000,7.650000,8.350000,5.150000,0.000000,0.137500,0.042500,0.000000,1.500000,157.000000,644.070000,77.565300,0.028426
08/1996,6.970000,7.460000,8.180000,5.050000,0.000000,0.137500,0.042500,0.000000,1.500000,157.200000,662.680000,78.012100,0.027735
09/1996,7.170000,7.660000,8.350000,5.090000,0.000000,0.137500,0.042500,0.000000,1.500000,157.700000,674.880000,78.548800,0.029603
10/1996,6.900000,7.390000,8.070000,4.990000,0.000000,0.137500,0.042500,0.000000,1.500000,158.200000,701.460000,78.506000,0.030159
11/1996,6.580000,7.100000,7.790000,5.030000,0.000000,0.137500,0.042500,0.000000,1.500000,158.700000,735.670000,79.195500,0.032013
12/1996,6.650000,7.200000,7.890000,4.910000,0.000000,0.137500,0.042500,0.000000,1.500000,159.100000,743.250000,79.714400,0.033230
01/1997,6.910000,7.420000,8.090000,5.030000,0.000000,0.157500,0.051667,0.000000,2.083333,159.400000,766.220000,79.823900,0.029929
02/1997,6.770000,7.310000,7.940000,5.010000,0.000000,0.157500,0.051667,0.000000,2.083333,159.700000,798.390000,80.781600,0.029872
03/1997,7.050000,7.550000,8.180000,5.140000,0.000000,0.157500,0.051667,0.000000,2.083333,159.800000,792.160000,81.338800,0.027277
04/1997,7.200000,7.730000,8.340000,5.160000,0.000000,0.157500,0.051667,0.000000,2.083333,159.900000,763.930000,81.361100,0.024052
05/1997,7.020000,7.580000,8.200000,5.050000,0.000000,0.157500,0.051667,0.000000,2.083333,159.900000,833.090000,81.832600,0.022132
06/1997,6.840000,7.410000,8.020000,4.930000,0.000000,0.157500,0.051667,0.000000,2.083333,160.200000,876.290000,82.230900,0.022090
07/1997,6.560000,7.140000,7.750000,5.050000,0.000000,0.157500,0.051667,0.000000,2.083333,160.400000,925.290000,82.850000,0.021425
08/1997,6.650000,7.220000,7.820000,5.140000,0.000000,0.157500,0.051667,0.000000,2.083333,160.800000,927.240000,83.717200,0.022642
09/1997,6.560000,7.150000,7.700000,4.950000,0.000000,0.157500,0.051667,0.000000,2.083333,161.200000,937.020000,84.462900,0.021951
10/1997,6.380000,7.000000,7.570000,4.970000,0.000000,0.157500,0.051667,0.000000,2.083333,161.500000,951.160000,85.196800,0.020645
11/1997,6.200000,6.870000,7.420000,5.140000,0.000000,0.157500,0.051667,0.000000,2.083333,161.700000,938.920000,85.945800,0.018727
12/1997,6.070000,6.760000,7.320000,5.160000,0.000000,0.157500,0.051667,0.000000,2.083333,161.800000,962.370000,86.205400,0.016828
01/1998,5.880000,6.610000,7.190000,5.040000,0.002500,0.251667,0.094167,0.083333,4.250000,162.000000,963.360000,86.655800,0.016180
02/1998,5.960000,6.670000,7.250000,5.090000,0.002500,0.251667,0.094167,0.083333,4.250000,162.000000,1023.740000,86.755600,0.014299
03/1998,6.010000,6.720000,7.320000,5.030000,0.002500,0.251667,0.094167,0.083333,4.250000,162.000000,1076.830000,86.819600,0.013673
04/1998,6.000000,6.690000,7.330000,4.950000,0.002500,0.251667,0.094167,0.083333,4.250000,162.200000,1112.200000,87.134500,0.014282
05/1998,6.010000,6.690000,7.300000,5.000000,0.002500,0.251667,0.094167,0.083333,4.250000,162.600000,1108.420000,87.693600,0.016745
06/1998,5.800000,6.530000,7.130000,4.980000,0.002500,0.251667,0.094167,0.083333,4.250000,162.800000,1108.390000,87.142100,0.016099
07/1998,5.780000,6.550000,7.150000,4.960000,0.002500,0.251667,0.094167,0.083333,4.250000,163.200000,1156.580000,86.841400,0.017306
08/1998,5.660000,6.520000,7.140000,4.900000,0.002500,0.251667,0.094167,0.083333,4.250000,163.400000,1074.620000,88.626600,0.016040
09/1998,5.380000,6.400000,7.090000,4.610000,0.002500,0.251667,0.094167,0.083333,4.250000,163.500000,1020.640000,88.456200,0.014167
10/1998,5.300000,6.370000,7.180000,3.960000,0.002500,0.251667,0.094167,0.083333,4.250000,163.900000,1032.470000,89.168600,0.014751
11/1998,5.480000,6.410000,7.340000,4.410000,0.002500,0.251667,0.094167,0.083333,4.250000,164.100000,1144.430000,89.112700,0.014733
12/1998,5.360000,6.220000,7.230000,4.390000,0.002500,0.251667,0.094167,0.083333,4.250000,164.400000,1190.050000,89.438800,0.015941
01/1999,5.450000,6.240000,7.290000,4.340000,0.002500,0.445833,0.176667,0.083333,8.916667,164.700000,1248.770000,89.861700,0.016529
02/1999,5.660000,6.400000,7.390000,4.440000,0.002500,0.445833,0.176667,0.083333,8.916667,164.700000,1246.580000,90.325300,0.016529
03/1999,5.870000,6.620000,7.530000,4.440000,0.002500,0.445833,0.176667,0.083333,8.916667,164.800000,1281.660000,90.470900,0.017136
04/1999,5.820000,6.640000,7.480000,4.290000,0.002500,0.445833,0.176667,0.083333,8.916667,165.900000,1334.760000,90.728500,0.022555
05/1999,6.080000,6.930000,7.720000,4.500000,0.002500,0.445833,0.176667,0.083333,8.916667,166.000000,1332.070000,91.349900,0.020695
06/1999,6.360000,7.230000,8.020000,4.570000,0.002500,0.445833,0.176667,0.083333,8.916667,166.000000,1322.550000,91.199000,0.019465
07/1999,6.280000,7.190000,7.950000,4.550000,0.002500,0.445833,0.176667,0.083333,8.916667,166.700000,1380.990000,91.776700,0.021219
08/1999,6.430000,7.400000,8.150000,4.720000,0.002500,0.445833,0.176667,0.083333,8.916667,167.100000,1327.490000,92.167500,0.022391
09/1999,6.500000,7.390000,8.200000,4.680000,0.002500,0.445833,0.176667,0.083333,8.916667,167.800000,1318.170000,91.781200,0.025960
10/1999,6.660000,7.550000,8.380000,4.860000,0.002500,0.445833,0.176667,0.083333,8.916667,168.100000,1300.010000,92.997600,0.025303
11/1999,6.480000,7.360000,8.150000,5.070000,0.002500,0.445833,0.176667,0.083333,8.916667,168.400000,1391.000000,93.444000,0.025866
12/1999,6.690000,7.550000,8.190000,5.200000,0.002500,0.445833,0.176667,0.083333,8.916667,168.800000,1428.680000,94.155500,0.026412
01/2000,6.860000,7.780000,8.330000,5.320000,0.010833,0.505833,0.204167,0.333333,10.333333,169.300000,1425.590000,94.171700,0.027547
02/2000,6.540000,7.680000,8.290000,5.550000,0.010833,0.505833,0.204167,0.333333,10.333333,170.000000,1388.870000,94.432900,0.031673
03/2000,6.380000,7.680000,8.370000,5.690000,0.010833,0.505833,0.204167,0.333333,10.333333,171.000000,1442.210000,94.792600,0.036931
04/2000,6.180000,7.640000,8.400000,5.660000,0.010833,0.505833,0.204167,0.333333,10.333333,170.900000,1461.360000,95.489800,0.029693
05/2000,6.550000,7.990000,8.900000,5.790000,0.010833,0.505833,0.204167,0.333333,10.333333,171.200000,1418.480000,95.642100,0.030845
06/2000,6.280000,7.670000,8.480000,5.690000,0.010833,0.505833,0.204167,0.333333,10.333333,172.200000,1461.960000,95.736400,0.036669
07/2000,6.200000,7.650000,8.350000,5.960000,0.010833,0.505833,0.204167,0.333333,10.333333,172.700000,1473.000000,95.598200,0.035360
08/2000,6.020000,7.550000,8.260000,6.090000,0.010833,0.505833,0.204167,0.333333,10.333333,172.700000,1485.460000,95.317200,0.032964
09/2000,6.090000,7.620000,8.350000,6.000000,0.010833,0.505833,0.204167,0.333333,10.333333,173.600000,1468.050000,95.684400,0.033981
10/2000,6.040000,7.550000,8.340000,6.110000,0.010833,0.505833,0.204167,0.333333,10.333333,173.900000,1390.140000,95.397400,0.033921
11/2000,5.980000,7.450000,8.280000,6.170000,0.010833,0.505833,0.204167,0.333333,10.333333,174.200000,1378.040000,95.415800,0.033862
12/2000,5.640000,7.210000,8.020000,5.770000,0.010833,0.505833,0.204167,0.333333,10.333333,174.600000,1330.930000,95.161900,0.033783
01/2001,5.650000,7.150000,7.930000,5.150000,0.010000,0.800833,0.305833,0.333333,15.500000,175.600000,1335.630000,94.550200,0.036536
02/2001,5.620000,7.100000,7.870000,4.880000,0.010000,0.800833,0.305833,0.333333,15.500000,176.000000,1305.750000,93.975500,0.034686
03/2001,5.490000,6.980000,7.840000,4.420000,0.010000,0.800833,0.305833,0.333333,15.500000,176.100000,1185.850000,93.725300,0.029388
04/2001,5.780000,7.200000,8.070000,3.870000,0.010000,0.800833,0.305833,0.333333,15.500000,176.400000,1189.840000,93.456700,0.031676
05/2001,5.920000,7.290000,8.070000,3.620000,0.010000,0.800833,0.305833,0.333333,15.500000,177.300000,1270.370000,92.884200,0.035011
06/2001,5.820000,7.180000,7.970000,3.490000,0.010000,0.800833,0.305833,0.333333,15.500000,177.700000,1238.710000,92.331700,0.031440
07/2001,5.750000,7.130000,7.970000,3.510000,0.010000,0.800833,0.305833,0.333333,15.500000,177.400000,1204.450000,91.809800,0.026851
08/2001,5.580000,7.020000,7.850000,3.360000,0.010000,0.800833,0.305833,0.333333,15.500000,177.400000,1178.500000,91.684900,0.026851
09/2001,5.530000,7.170000,8.030000,2.640000,0.010000,0.800833,0.305833,0.333333,15.500000,178.100000,1044.640000,91.334500,0.025591
10/2001,5.340000,7.030000,7.910000,2.160000,0.010000,0.800833,0.305833,0.333333,15.500000,177.600000,1076.590000,90.938900,0.021053
11/2001,5.330000,6.970000,7.810000,1.870000,0.010000,0.800833,0.305833,0.333333,15.500000,177.500000,1129.680000,90.485300,0.018767
12/2001,5.760000,6.770000,8.050000,1.690000,0.010000,0.800833,0.305833,0.333333,15.500000,177.400000,1144.930000,90.515000,0.015909
01/2002,5.690000,6.550000,7.870000,1.650000,0.035833,0.635833,0.242500,1.166667,11.083333,177.700000,1140.210000,91.088100,0.011888
02/2002,5.610000,6.510000,7.890000,1.720000,0.035833,0.635833,0.242500,1.166667,11.083333,178.000000,1100.670000,91.069800,0.011300
03/2002,5.930000,6.810000,8.110000,1.790000,0.035833,0.635833,0.242500,1.166667,11.083333,178.500000,1153.790000,91.801200,0.013537
04/2002,5.850000,6.760000,8.030000,1.710000,0.035833,0.635833,0.242500,1.166667,11.083333,179.300000,1111.930000,92.181500,0.016306
05/2002,5.810000,6.750000,8.090000,1.730000,0.035833,0.635833,0.242500,1.166667,11.083333,179.500000,1079.250000,92.566800,0.012332
06/2002,5.650000,6.630000,7.950000,1.700000,0.035833,0.635833,0.242500,1.166667,11.083333,179.600000,1014.020000,93.450300,0.010635
07/2002,5.510000,6.530000,7.900000,1.680000,0.035833,0.635833,0.242500,1.166667,11.083333,180.000000,903.590000,93.228200,0.014550
08/2002,5.190000,6.370000,7.580000,1.620000,0.035833,0.635833,0.242500,1.166667,11.083333,180.500000,912.550000,93.227000,0.017324
09/2002,4.870000,6.150000,7.400000,1.630000,0.035833,0.635833,0.242500,1.166667,11.083333,180.800000,867.810000,93.359700,0.015046
10/2002,5.000000,6.320000,7.730000,1.580000,0.035833,0.635833,0.242500,1.166667,11.083333,181.200000,854.630000,93.080400,0.020068
11/2002,5.040000,6.310000,7.620000,1.230000,0.035833,0.635833,0.242500,1.166667,11.083333,181.500000,909.930000,93.558900,0.022285
12/2002,5.010000,6.210000,7.450000,1.190000,0.035833,0.635833,0.242500,1.166667,11.083333,181.800000,899.180000,93.108800,0.024500
01/2003,5.020000,6.170000,7.350000,1.170000,0.000000,0.442500,0.153333,0.000000,7.583333,182.600000,895.840000,93.649400,0.027201
02/2003,4.870000,5.950000,7.060000,1.170000,0.000000,0.442500,0.153333,0.000000,7.583333,183.600000,837.030000,93.947500,0.030976
03/2003,4.820000,5.890000,6.950000,1.130000,0.000000,0.442500,0.153333,0.000000,7.583333,183.900000,846.630000,93.735000,0.029804
04/2003,4.910000,5.740000,6.850000,1.130000,0.000000,0.442500,0.153333,0.000000,7.583333,183.200000,890.030000,93.081500,0.021518
05/2003,4.520000,5.220000,6.380000,1.070000,0.000000,0.442500,0.153333,0.000000,7.583333,182.900000,935.960000,93.100200,0.018764
06/2003,4.340000,4.970000,6.190000,0.920000,0.000000,0.442500,0.153333,0.000000,7.583333,183.100000,988.000000,93.254400,0.019300
07/2003,4.920000,5.490000,6.620000,0.900000,0.000000,0.442500,0.153333,0.000000,7.583333,183.700000,992.540000,93.657900,0.020347
08/2003,5.390000,5.880000,7.010000,0.950000,0.000000,0.442500,0.153333,0.000000,7.583333,184.500000,989.530000,93.516200,0.021919
09/2003,5.210000,5.720000,6.790000,0.940000,0.000000,0.442500,0.153333,0.000000,7.583333,185.100000,1019.440000,94.069500,0.023505
10/2003,5.210000,5.700000,6.730000,0.920000,0.000000,0.442500,0.153333,0.000000,7.583333,184.900000,1038.730000,94.209100,0.020214
11/2003,5.170000,5.650000,6.660000,0.930000,0.000000,0.442500,0.153333,0.000000,7.583333,185.000000,1049.900000,94.937000,0.019100
12/2003,5.110000,5.620000,6.600000,0.900000,0.000000,0.442500,0.153333,0.000000,7.583333,185.500000,1080.640000,94.862700,0.020148
01/2004,5.010000,5.540000,6.440000,0.880000,0.000000,0.200833,0.069167,0.000000,3.416667,186.300000,1132.520000,95.111300,0.020060
02/2004,4.940000,5.500000,6.270000,0.930000,0.000000,0.200833,0.069167,0.000000,3.416667,186.700000,1143.360000,95.679300,0.016744
03/2004,4.720000,5.330000,6.110000,0.940000,0.000000,0.200833,0.069167,0.000000,3.416667,187.100000,1123.980000,95.206300,0.017251
04/2004,5.160000,5.730000,6.460000,0.940000,0.000000,0.200833,0.069167,0.000000,3.416667,187.400000,1133.360000,95.634600,0.022667
05/2004,5.460000,6.040000,6.750000,1.020000,0.000000,0.200833,0.069167,0.000000,3.416667,188.200000,1102.780000,96.395200,0.028566
06/2004,5.450000,6.010000,6.780000,1.270000,0.000000,0.200833,0.069167,0.000000,3.416667,188.900000,1132.760000,95.604500,0.031185
07/2004,5.240000,5.820000,6.620000,1.330000,0.000000,0.200833,0.069167,0.000000,3.416667,189.100000,1105.850000,96.337900,0.028972
08/2004,5.070000,5.650000,6.460000,1.480000,0.000000,0.200833,0.069167,0.000000,3.416667,189.200000,1088.940000,96.410700,0.025155
09/2004,4.890000,5.460000,6.270000,1.650000,0.000000,0.200833,0.069167,0.000000,3.416667,189.800000,1117.660000,96.494300,0.025075
10/2004,4.850000,5.470000,6.210000,1.760000,0.000000,0.200833,0.069167,0.000000,3.416667,190.800000,1117.210000,97.410700,0.031411
11/2004,4.890000,5.520000,6.200000,2.070000,0.000000,0.200833,0.069167,0.000000,3.416667,191.700000,1168.940000,97.620700,0.035576
12/2004,4.880000,5.470000,6.150000,2.190000,0.000000,0.200833,0.069167,0.000000,3.416667,191.700000,1199.210000,98.328400,0.032877
01/2005,4.770000,5.360000,6.020000,2.330000,0.005000,0.143333,0.053333,0.166667,2.583333,191.600000,1181.410000,98.790400,0.028052
02/2005,4.610000,5.200000,5.820000,2.540000,0.005000,0.143333,0.053333,0.166667,2.583333,192.400000,1199.630000,99.455000,0.030073
03/2005,4.890000,5.400000,6.060000,2.740000,0.005000,0.143333,0.053333,0.166667,2.583333,193.100000,1194.900000,99.315600,0.031565
04/2005,4.750000,5.330000,6.050000,2.780000,0.005000,0.143333,0.053333,0.166667,2.583333,193.700000,1164.430000,99.464800,0.033065
05/2005,4.560000,5.150000,6.010000,2.840000,0.005000,0.143333,0.053333,0.166667,2.583333,193.600000,1178.280000,99.597000,0.028289
06/2005,4.350000,4.960000,5.860000,2.970000,0.005000,0.143333,0.053333,0.166667,2.583333,193.700000,1202.250000,99.983800,0.025093
07/2005,4.480000,5.060000,5.950000,3.220000,0.005000,0.143333,0.053333,0.166667,2.583333,194.900000,1222.240000,99.673700,0.030211
08/2005,4.530000,5.090000,5.960000,3.440000,0.005000,0.143333,0.053333,0.166667,2.583333,196.100000,1224.270000,99.945100,0.035820
09/2005,4.510000,5.130000,6.030000,3.420000,0.005000,0.143333,0.053333,0.166667,2.583333,198.800000,1225.920000,98.082400,0.046328
10/2005,4.740000,5.350000,6.300000,3.710000,0.005000,0.143333,0.053333,0.166667,2.583333,199.100000,1191.960000,99.318500,0.042581
11/2005,4.830000,5.420000,6.390000,3.880000,0.005000,0.143333,0.053333,0.166667,2.583333,198.100000,1237.370000,100.328200,0.032840
12/2005,4.730000,5.370000,6.320000,3.890000,0.005000,0.143333,0.053333,0.166667,2.583333,198.100000,1262.070000,100.945800,0.032840
01/2006,4.650000,5.290000,6.240000,4.240000,0.000000,0.139167,0.049167,0.000000,2.583333,199.300000,1278.730000,101.063700,0.039401
02/2006,4.730000,5.350000,6.270000,4.430000,0.000000,0.139167,0.049167,0.000000,2.583333,199.400000,1276.650000,101.076100,0.035736
03/2006,4.910000,5.530000,6.410000,4.510000,0.000000,0.139167,0.049167,0.000000,2.583333,199.700000,1293.740000,101.274200,0.033608
04/2006,5.220000,5.840000,6.680000,4.600000,0.000000,0.139167,0.049167,0.000000,2.583333,200.700000,1302.170000,101.685400,0.035501
05/2006,5.350000,5.950000,6.750000,4.720000,0.000000,0.139167,0.049167,0.000000,2.583333,201.300000,1290.010000,101.580100,0.039002
06/2006,5.290000,5.890000,6.780000,4.790000,0.000000,0.139167,0.049167,0.000000,2.583333,201.800000,1253.170000,101.974600,0.040967
07/2006,5.250000,5.850000,6.760000,4.950000,0.000000,0.139167,0.049167,0.000000,2.583333,202.900000,1260.240000,101.937400,0.040227
08/2006,5.080000,5.680000,6.590000,4.960000,0.000000,0.139167,0.049167,0.000000,2.583333,203.800000,1287.150000,102.330900,0.038514
09/2006,4.930000,5.510000,6.430000,4.810000,0.000000,0.139167,0.049167,0.000000,2.583333,202.800000,1317.740000,102.120400,0.019921
10/2006,4.940000,5.510000,6.420000,4.920000,0.000000,0.139167,0.049167,0.000000,2.583333,201.900000,1363.380000,102.065300,0.013965
11/2006,4.780000,5.330000,6.200000,4.940000,0.000000,0.139167,0.049167,0.000000,2.583333,202.000000,1388.640000,101.953800,0.019496
12/2006,4.780000,5.320000,6.220000,4.850000,0.000000,0.139167,0.049167,0.000000,2.583333,203.100000,1416.420000,103.026000,0.024927
01/2007,4.950000,5.400000,6.340000,4.980000,0.000000,0.078333,0.029167,0.000000,1.583333,203.437000,1424.160000,102.491500,0.020545
02/2007,4.930000,5.390000,6.280000,5.030000,0.000000,0.078333,0.029167,0.000000,1.583333,204.226000,1444.800000,103.544300,0.023914
03/2007,4.810000,5.300000,6.270000,4.940000,0.000000,0.078333,0.029167,0.000000,1.583333,205.288000,1406.950000,103.753700,0.027598
04/2007,4.950000,5.470000,6.390000,4.870000,0.000000,0.078333,0.029167,0.000000,1.583333,205.904000,1463.640000,104.501800,0.025599
05/2007,4.980000,5.470000,6.390000,4.730000,0.000000,0.078333,0.029167,0.000000,1.583333,206.755000,1511.140000,104.541900,0.026738
06/2007,5.290000,5.790000,6.700000,4.610000,0.000000,0.078333,0.029167,0.000000,1.583333,207.234000,1514.190000,104.566900,0.026571
07/2007,5.190000,5.730000,6.650000,4.820000,0.000000,0.078333,0.029167,0.000000,1.583333,207.603000,1520.710000,104.521700,0.022914
08/2007,5.000000,5.790000,6.650000,4.200000,0.000000,0.078333,0.029167,0.000000,1.583333,207.667000,1454.620000,104.738700,0.018797
09/2007,4.840000,5.740000,6.590000,3.890000,0.000000,0.078333,0.029167,0.000000,1.583333,208.547000,1497.120000,105.149900,0.027944
10/2007,4.830000,5.660000,6.480000,3.900000,0.000000,0.078333,0.029167,0.000000,1.583333,209.190000,1539.660000,104.716700,0.035470
11/2007,4.560000,5.440000,6.400000,3.270000,0.000000,0.078333,0.029167,0.000000,1.583333,210.834000,1463.390000,105.303700,0.042803
12/2007,4.570000,5.490000,6.650000,3.000000,0.000000,0.078333,0.029167,0.000000,1.583333,211.445000,1479.220000,105.353000,0.040266
01/2008,4.350000,5.330000,6.540000,2.750000,0.051667,0.451667,0.207500,1.750000,9.833333,212.174000,1378.760000,105.073000,0.042050
02/2008,4.490000,5.530000,6.820000,2.120000,0.051667,0.451667,0.207500,1.750000,9.833333,212.687000,1354.870000,104.713700,0.040594
03/2008,4.360000,5.510000,6.890000,1.260000,0.051667,0.451667,0.207500,1.750000,9.833333,213.448000,1316.940000,104.463500,0.038979
04/2008,4.440000,5.550000,6.970000,1.290000,0.051667,0.451667,0.207500,1.750000,9.833333,213.942000,1370.470000,103.672700,0.038295
05/2008,4.600000,5.570000,6.930000,1.730000,0.051667,0.451667,0.207500,1.750000,9.833333,215.208000,1403.220000,103.085000,0.040070
06/2008,4.740000,5.680000,7.070000,1.860000,0.051667,0.451667,0.207500,1.750000,9.833333,217.463000,1341.250000,102.836100,0.048180
07/2008,4.620000,5.670000,7.160000,1.630000,0.051667,0.451667,0.207500,1.750000,9.833333,219.016000,1257.330000,102.293900,0.053517
08/2008,4.530000,5.640000,7.150000,1.720000,0.051667,0.451667,0.207500,1.750000,9.833333,218.690000,1281.470000,100.720900,0.051719
09/2008,4.320000,5.650000,7.310000,1.130000,0.051667,0.451667,0.207500,1.750000,9.833333,218.877000,1216.950000,96.356700,0.048345
10/2008,4.450000,6.280000,8.880000,0.670000,0.051667,0.451667,0.207500,1.750000,9.833333,216.995000,968.800000,97.284400,0.036631
11/2008,4.270000,6.120000,9.210000,0.190000,0.051667,0.451667,0.207500,1.750000,9.833333,213.153000,883.040000,96.055200,0.010939
12/2008,3.180000,5.050000,8.430000,0.030000,0.051667,0.451667,0.207500,1.750000,9.833333,211.398000,877.560000,93.252000,-0.000222
01/2009,3.460000,5.050000,8.140000,0.130000,0.035833,1.008333,0.415833,1.166667,21.500000,211.933000,865.580000,91.033200,-0.001137
02/2009,3.830000,5.270000,8.080000,0.300000,0.035833,1.008333,0.415833,1.166667,21.500000,212.705000,805.230000,90.437500,0.000085
03/2009,3.780000,5.500000,8.420000,0.210000,0.035833,1.008333,0.415833,1.166667,21.500000,212.495000,757.130000,89.008500,-0.004475
04/2009,3.840000,5.390000,8.390000,0.160000,0.035833,1.008333,0.415833,1.166667,21.500000,212.709000,848.150000,88.295900,-0.005780
05/2009,4.220000,5.540000,8.060000,0.180000,0.035833,1.008333,0.415833,1.166667,21.500000,213.022000,902.410000,87.407800,-0.010210
06/2009,4.510000,5.610000,7.500000,0.180000,0.035833,1.008333,0.415833,1.166667,21.500000,214.790000,926.120000,87.069400,-0.012368
